UsingIp,longUrl,shortUrl,symbol,redirecting,prefixSuffix,SubDomains,Https,hasSsl,DomainRegLen,Favicon,NonStdPort,label,Url
0,0,0,0,0,1,1,1,1,1,1,0,bad,https://aggiornament0o-aruba.it-w3bm6ail.luxorea.com/
0,0,0,0,0,0,0,1,1,1,0,0,bad,https://94tr.short.gy/it
0,1,0,0,0,0,0,0,0,1,1,0,bad,http://rechnung394020.wpengine.com/CH/DHL/DHL-CH//?d62c59e710728c395c705f263d21e781
0,1,0,0,0,0,0,0,0,1,1,0,bad,http://rechnung394020.wpengine.com/CH/DHL/DHL-CH//?600244c8b3ab10d9e5fac1a7e0a1c2bb
0,1,0,0,1,1,0,0,0,-1,1,0,bad,http://property-price.eu/?d62c59e710728c395c705f263d21e781
0,1,0,0,0,0,2,0,0,1,1,0,bad,http://p3plvwcpnl500432.prod.phx3.secureserver.net/~x6azqsjpqp74/crons/de2/web/hs1dazdrmfk86sll18fwo786z4aovw/login.php?login_id=
0,1,0,0,0,0,2,0,0,1,1,0,bad,http://p3plvwcpnl500432.prod.phx3.secureserver.net/~x6azqsjpqp74/crons/de2/web/hs1dazdrmfk86sll18fwo786z4aovw
0,1,0,0,0,0,2,0,0,1,1,0,bad,http://p3plvwcpnl500432.prod.phx3.secureserver.net/~x6azqsjpqp74/crons/de2/web/ddmkdw9tfrvs6lkxze337z8x0m9n3a/login.php?login_id=
0,1,0,0,0,0,2,0,0,1,1,0,bad,http://p3plvwcpnl500432.prod.phx3.secureserver.net/~x6azqsjpqp74/crons/de2/web/ddmkdw9tfrvs6lkxze337z8x0m9n3a
0,0,0,0,0,1,0,0,0,1,1,0,bad,http://credit-italia.com/CreditAgricole/dati.html
0,1,0,0,0,1,0,0,0,1,1,0,bad,http://credit-italia.com/CreditAgricole/confermadati.html
0,1,0,0,0,1,0,0,0,1,1,0,bad,http://credit-italia.com/CreditAgricole/completato.html
0,1,0,0,0,0,0,0,0,1,1,0,bad,http://arubawebmailitalia.com/e/e/e/authID=Ki63g/?auth=mode&amp;id=https%3a%2f%2flogin%2foauth20_authorize.srf%3flc%3d1033%26response_type%3dcode%26client_id%3d514132d42-0485c-4d186-b2f88-cf50c725332078%26scope%3dopenid%2bprofile%2bemail%2boffline_access%26response_mode%3dform_post%26redirect_uri%3dhttps%253a%252f%252f.com%252fcommon%252ffederation%252foauth2%26state%3drQIIAXVWDWDO2zTUACMkza0FaFFlJ8_P9rMdqYObtM7Pdps4TZMlMvZL_X_GMXHTFZAYO5etC6JjJSTEgsSEOqCKCXViBCbUiZGUneWGuxtOd7dRYEpM5THHcrwpPJFoyUQszUkMoE0OIprlWcRCwNg8YJO1lfvX4Otq8_lG_ezmnfK5_u3lKbU8CtwpLlkkPKceOmkaTyrlcpZlJTIeu9Y_ofyeoq
0,0,0,0,0,0,0,0,0,1,1,0,bad,http://arubawebmailitalia.com/e/e/
0,0,0,0,0,1,0,0,0,1,1,0,bad,http://apr-rap-rai.liveblog365.com/
0,1,0,1,0,0,4,0,0,1,1,0,bad,http://64.47.167.72.host.secureserver.net/.sac-atendimento/?hash=luis-bonilha@ig.com.br
0,1,0,1,0,0,4,0,0,1,1,0,bad,http://64.47.167.72.host.secureserver.net/.sac-atendimento/?hash=gislaine@mgmceras.com.br
0,1,0,0,0,0,4,0,0,1,1,0,bad,http://38.209.148.132.host.secureserver.net/redirect.php
0,0,0,0,0,0,4,0,0,1,1,0,bad,http://38.209.148.132.host.secureserver.net/opdate.php
0,0,0,0,0,0,4,0,0,1,1,0,bad,http://38.209.148.132.host.secureserver.net/na.php
0,1,0,0,0,0,4,0,0,1,1,0,bad,http://244.33.109.208.host.secureserver.net/bill-swisscomz/bluewinspz/290d091c2009f3b0b5488337a57ba1ea/sms.php
0,1,0,0,0,0,4,0,0,1,1,0,bad,http://244.33.109.208.host.secureserver.net/bill-swisscomz/bluewinspz/290d091c2009f3b0b5488337a57ba1ea/smserror.php
0,1,0,0,0,0,4,0,0,1,1,0,bad,http://244.33.109.208.host.secureserver.net/bill-swisscomz/bluewinspz/290d091c2009f3b0b5488337a57ba1ea/cc.php
0,1,0,0,0,0,4,0,0,1,1,0,bad,http://244.33.109.208.host.secureserver.net/bill-swisscomz/bluewinspz/290d091c2009f3b0b5488337a57ba1ea
0,1,0,0,0,0,4,0,0,1,1,0,bad,http://244.33.109.208.host.secureserver.net/bill-swisscomz/bluewinspz/25b547a12d26be61326f4764cb254234/sms.php
0,1,0,0,0,0,4,0,0,1,1,0,bad,http://244.33.109.208.host.secureserver.net/bill-swisscomz/bluewinspz/25b547a12d26be61326f4764cb254234/smserror.php
0,1,0,0,0,0,4,0,0,1,1,0,bad,http://244.33.109.208.host.secureserver.net/bill-swisscomz/bluewinspz/25b547a12d26be61326f4764cb254234/cc.php
0,1,0,0,0,0,4,0,0,1,1,0,bad,http://244.33.109.208.host.secureserver.net/bill-swisscomz/bluewinspz/25b547a12d26be61326f4764cb254234
0,1,0,0,0,0,4,0,0,1,1,0,bad,http://244.33.109.208.host.secureserver.net/bill-swisscomz/bluewinspz/0941f9da4bdea67494ac39bbb49bd1d0/sms.php
0,1,0,0,0,0,4,0,0,1,1,0,bad,http://244.33.109.208.host.secureserver.net/bill-swisscomz/bluewinspz/0941f9da4bdea67494ac39bbb49bd1d0/smserror.php
0,1,0,0,0,0,4,0,0,1,1,0,bad,http://244.33.109.208.host.secureserver.net/bill-swisscomz/bluewinspz/0941f9da4bdea67494ac39bbb49bd1d0/cc.php
0,1,0,0,0,0,4,0,0,1,1,0,bad,http://244.33.109.208.host.secureserver.net/bill-swisscomz/bluewinspz/0941f9da4bdea67494ac39bbb49bd1d0
0,0,0,0,0,0,0,0,0,1,1,0,bad,http://tuybsikagq.duckdns.org
0,0,0,0,0,0,0,1,1,0,1,0,bad,https://yasirlyhijab.com/ibg/client/ispc.php
0,0,0,0,0,0,0,1,1,0,1,0,bad,https://yasirlyhijab.com
0,0,0,0,0,1,0,1,1,1,1,0,bad,https://uphuldlog-uaxz.godaddysites.com/
0,0,0,0,0,0,0,1,1,0,1,0,bad,https://tamirismoraes.com/ibg/client/ispc.php
0,0,0,0,0,0,0,1,1,0,1,0,bad,https://tamirismoraes.com
0,0,0,0,0,0,0,1,1,1,1,0,bad,https://kvkdigikey.sytes.net/Bnl/
0,0,0,0,0,0,0,1,1,0,1,0,bad,https://kkskalisz.com/ibg/client/ispc.php
0,0,0,0,0,0,0,1,1,0,1,0,bad,https://kkskalisz.com
0,1,0,1,0,0,0,1,1,1,1,0,bad,https://kitzhair.co.za/.well-known/.pki/?email=redacted@redacted.tld&amp;-3c34617a4e85f584a5f6fc392fc278ec-HDdas-a08mamkalwf9b9gwrw59xng20-h3z-3deXDJHLrEEgT7CRIY8Pgwakbze9C5SwhXRH-20yvskdu-3c34617a4e85f584a5f6fc392fc278ec
0,0,1,0,0,0,0,1,1,-1,0,0,bad,https://is.gd/FindomesticAccedi
0,0,0,0,0,0,0,1,1,1,1,0,bad,https://gouv.media/
0,0,0,0,0,0,0,1,1,1,1,0,bad,https://gemiumilggin.godaddysites.com/
0,0,0,0,0,0,0,1,1,0,1,0,bad,https://fleurnova.com/ibg/client/ispc.php
0,0,0,0,0,0,0,1,1,0,1,0,bad,https://fleurnova.com
0,0,0,0,0,0,0,1,1,-1,1,0,bad,https://droidapp.cloud/user/choose-wallet.php
0,0,0,0,0,1,0,1,1,1,1,0,bad,https://coinbaasepro-login.weebly.com/
0,0,0,0,0,0,0,1,1,0,1,0,bad,https://camelotents.com/ibg/client/ispc.php
0,0,0,0,0,0,0,1,1,0,1,0,bad,https://camelotents.com
0,0,0,0,0,0,0,1,1,0,1,0,bad,https://billisworld.com/ibg/client/ispc.php
0,0,0,0,0,0,0,1,1,0,1,0,bad,https://billisworld.com
0,1,0,1,0,1,1,1,1,1,1,0,bad,https://bafybeigyg66yb7wn3te25q2zrl4sfa4gvt34q43ashu5gnao2omre3orne.ipfs.cf-ipfs.com/chameleon.html#redacted@abuse.ionos.com
0,0,0,0,0,0,0,1,1,1,1,0,bad,https://atttw.weebly.com/
0,0,0,0,0,0,0,1,1,0,1,0,bad,https://atmaanubhuti.com/
0,0,0,0,0,0,0,1,1,-1,1,0,bad,https://aqueijadaria.pt/.well-known/.pki/
0,0,0,0,0,0,0,1,1,0,1,0,bad,https://ahlikuncibali.com/ibg/client/ispc.php
0,0,0,0,0,0,0,1,1,0,1,0,bad,https://ahlikuncibali.com
0,0,0,0,1,1,0,0,1,1,1,0,bad,http://pancake-swap.pro
0,0,0,0,1,0,0,0,1,1,1,0,bad,http://www.myloyola.net
0,0,0,0,1,1,0,0,1,1,1,0,bad,http://www.my-loyola.com
0,0,0,0,0,0,0,1,1,1,1,0,bad,https://ychh10.wixsite.com/attonlinemailboxveri
0,0,0,0,0,0,0,1,1,-1,1,0,bad,https://trawber.cyou/inclairoi8.php
0,0,0,0,0,0,0,1,1,1,1,0,bad,https://ariapazooki.com/ma/
0,0,0,0,0,0,0,1,1,0,1,0,bad,https://www.pepeonsol.com/
0,0,0,0,0,0,0,1,1,0,1,0,bad,https://velgaming.com/ibg/client/ispc.php
0,0,0,0,0,0,0,1,1,0,1,0,bad,https://velgaming.com
0,0,0,0,0,0,0,1,1,1,1,0,bad,https://unommentraly.com/
0,0,0,0,0,0,0,0,0,1,1,0,bad,http://sujnizqiph.duckdns.org
0,0,0,0,0,0,0,1,1,0,1,0,bad,https://rycoledesign.com/ibg/client/ispc.php
0,0,0,0,0,0,0,1,1,0,1,0,bad,https://rycoledesign.com
0,0,0,0,0,0,0,0,0,1,1,0,bad,http://somcivil.com/ma/
0,0,0,0,0,0,0,1,1,0,1,0,bad,https://mrbeanstore.com/ibg/client/ispc.php
0,0,0,0,0,0,0,1,1,0,1,0,bad,https://mrbeanstore.com
0,0,0,0,0,0,0,1,1,0,1,0,bad,https://metabulary.com/ibg/client/ispc.php
0,0,0,0,0,0,0,1,1,0,1,0,bad,https://metabulary.com
0,0,0,0,0,0,3,1,1,1,1,0,bad,https://jyuyjnhyntye.z13.web.core.windows.net/
0,0,0,0,0,1,0,1,1,-1,1,0,bad,https://hibamasrour-unipessoal.pt/ma/
0,0,0,0,0,0,0,1,1,1,0,0,bad,https://ephvv.top/
0,1,0,0,0,0,0,1,1,1,1,0,bad,https://eldetectivediario.com/wp-content/upload/index.htm
0,0,0,0,0,0,0,1,1,0,1,0,bad,https://econolatam.com/ibg/client/ispc.php
0,0,0,0,0,0,0,1,1,0,1,0,bad,https://econolatam.com
0,0,0,0,0,0,0,1,1,0,1,0,bad,https://bhamsticker.com/ibg/client/ispc.php
0,0,0,0,0,0,0,1,1,0,1,0,bad,https://bhamsticker.com
0,1,0,0,0,1,1,1,1,1,1,0,bad,https://audika-test.dev.oneam.it/meta/metahbcha/index.php
0,0,0,0,0,1,0,1,1,1,1,0,bad,https://att-103000-servicedomain.weeblysite.com/
0,0,0,0,1,0,0,0,1,-1,0,0,bad,http://nodesfix.live
0,0,0,0,1,0,0,0,1,1,1,0,bad,http://1inch.org.in
0,0,1,0,0,0,1,1,1,1,1,0,bad,https://prestamo.lnterbank.lbenefit.com/
0,0,0,0,0,0,0,1,1,1,1,0,bad,https://92square.com/ma/
0,0,0,0,0,0,0,0,0,1,1,0,bad,http://ciscoinstructions.com
0,0,0,0,1,0,0,0,0,1,1,0,bad,http://xdfgj.top/
0,0,0,0,1,0,0,0,1,0,0,0,bad,http://www.upotps.com/go/Tracking/Y01U5
0,0,0,0,1,0,0,0,1,0,0,0,bad,http://www.upotps.com/
0,1,0,0,0,1,1,0,0,-1,1,0,bad,http://www.lcloud-alertas.apocaliosis-server.us/expire/
0,0,0,0,2,0,0,0,1,0,1,0,bad,http://www.irenesiconolfi.com/
0,0,0,0,0,0,0,0,0,0,0,0,bad,http://www.cuinbuse.com/
0,0,0,0,2,0,0,0,1,0,1,0,bad,http://www.coinbasesunwallet.net/
0,0,0,0,1,1,0,0,0,1,1,0,bad,http://www.city-link.co.in/js/fr/nickel/
0,0,0,0,0,0,0,0,0,1,1,0,bad,http://www.bnzzl.net/
0,1,0,0,0,0,5,0,0,1,0,0,bad,http://www.acm1.eim.ae.iwc.static.webuyhomescash.co.za/
0,0,0,0,0,1,1,0,0,1,1,0,bad,http://vyh.strea.is-saved.org/
0,0,0,0,1,1,0,0,1,1,1,0,bad,http://uni-stake.com/
0,0,0,0,1,0,0,0,1,1,1,0,bad,http://t3arwf.github.io/
0,0,1,0,0,0,0,1,1,1,1,0,bad,https://yrussst.com/?bf666ecef782fe0e238b67a8421c952b
0,0,1,0,0,0,0,1,1,1,1,0,bad,https://yrussst.com/?35aaa0ac6655e41675f281b5c82c7b3a
0,0,0,0,1,0,0,1,1,-1,1,0,bad,https://yep.pt/0JFYA
0,1,0,0,2,1,0,1,0,1,1,0,bad,https://xpressdhl-qa.com/public/GfFJ4T9KFEi7wbZRo5WEk3EglMSM6wAp
0,1,0,0,2,1,0,1,1,1,1,0,bad,https://xpressdhl-qa.com/public/C6MTSfLG9oceOOYVUplyeQU98PwKqCzw
0,1,0,0,2,1,0,1,1,1,1,0,bad,https://www.xpressdhl-qa.com/public/vr6dTlapwqxl0ABvi821NnRvMt8RXPsh
0,1,0,0,2,1,0,1,1,1,1,0,bad,https://www.xpressdhl-qa.com/public/CKTT1SmtXu60BAoaZtSCr26DDS1xkZd1
0,0,0,0,1,0,0,1,1,1,0,0,bad,https://www.thinhcuongauto.com/particular/correos/
0,1,0,0,0,0,0,1,1,1,1,0,bad,https://www.sharession.com/gbr/4d30a371-55bc-4888-8f4c-306b4971bd39/f6eab51b-0bb3-405b-af62-2db78b6f79aa/b32baa3e-2054-46aa-951a-d6b51e1e46bb/login?id=WVRyTTJTUElRajZoOG93bjh1NU1TUnRGMmRoWXl3RDg3dVNTa0ZXR2M4M1BNZ21vU3dCZ0JvK0RDSzIrOVFVQVdKODIzeDA0dTdncEkzK0FzbmNkVFVITFBFUVJBOCtOZG5NWGJXMi92bmZvRVNBTmR3WFhMaXdJT2Y4b085bHIzbTBHTzZIZnlFT2pzYSt5cDdreFVGaEdyM0xuUFRDclRGald0c1h5WmFZR1M5V3pxUEcyYzZGYnJSN1llMGxUMzhKZDVwUHdJNHhPbTRsd3BLRzMrZDlkeCtyTndZUDF6dWQzREtqV3A1dHBNUzk5eWZYRkpPRDd1SEhJUE9qMkVWeUtET21yUG9ZdDRqMzlZOHBxT2tvMVJ1NFMxcHF3RmdDZXNhQVJDck9SWWg5ZStzTUF5TFZhaEREekZCTnladkhOdXV6S3lmOU5nQnNSK1ptN25kUW1GSVpRdkM3VEFqUStjaHptT0hGOVZKZURFUHdXcEpVTTByYjBVRVBF
0,1,0,0,0,0,0,1,1,0,0,0,bad,https://www.pixetas.com/wp-content/uploads/2022/11/dir/login.php/
0,0,0,0,0,0,1,1,1,-1,1,0,bad,https://www.coinbase.clusterfunds.i.ng/verification/
0,0,0,0,0,0,0,1,1,1,1,0,bad,https://www.bet988s.com/home/
0,0,0,0,0,0,0,1,1,1,1,0,bad,https://www.bet810d.com/home/
0,0,0,0,0,0,0,1,1,1,1,0,bad,https://www.bet810b.com/home/
0,1,1,0,1,0,0,1,1,1,1,0,bad,https://wiprosoft.co.uk/wp-content/uploads/2020/02/customer/up?bx_sender_conversion_id=522208
0,1,0,0,0,0,0,1,1,0,1,0,bad,https://wikpdia.com/-/AE74656358972356561993159863579531856818745/clients/final.php
0,1,0,0,0,0,0,1,1,0,1,0,bad,https://wikpdia.com/-/AE74656358972356561993159863579531856818745/clients/finaler.php
0,1,0,0,0,0,0,1,1,0,1,0,bad,https://wikpdia.com/-/AE74656358972356561993159863579531856818745/clients/card.php
0,1,0,0,0,0,0,1,1,1,1,0,bad,https://widget.elfsig.ht/906bee0e-86a8-42de-b007-0b80527e2aae
0,1,0,0,0,0,0,1,1,1,1,0,bad,https://wi8gjoik.robertaocana.com.br/?swahjsdhjsduewuyhjskldi-3rq~hi28a35lx-6jobp6s~ab6i6g4grhqaazovbhl3a73n4-ctavr3tom4mnqmdp3ojdtd578gqamieb-1z3v3ppppyl15cud2726ghlkbas2jpbvot5xr8lckpmvjrqyqgpes1o1-yfeh5fdjrc72g7zrx5ft~92bjypic-4kkg5ul2a1q5h4flfoqhd-lmbzo33c-v2~96yhus-4tm2m-yqo7ajt~p87a437il-ux4b43mm2e8pmtlbec685k5y2mrrchquoma8c4yss5xxsnabbk25vib6h64hp6oialo15hsahjshjduywqyhwhjf8-m45ehhxu8za9vdcc2jjyi6jjdmm44h-i~6cdglmktnezmfu1xhakf1i5~r1rqotuc3xe~bnpkn1l86v58f2k5s9ytn-dxgt4b7jdt~lnbjuxszu6urf~4x7ty4685=value&url=ssomacesac.com/.wwww/bjfkfskl/cGVyc29ubmVsQGNpLm5hdGlvbmFsLWNpdHkuY2EudXM=
0,1,0,0,0,1,0,1,1,1,1,0,bad,https://whimsical-plain-diplodocus.glitch.me/1jean-lova5.shtml
0,1,0,0,1,0,0,1,1,1,0,0,bad,https://vinhxuanngogia.net/personastransacciones/sucarsal
0,1,0,0,0,1,0,0,0,1,1,0,bad,http://suryalagikencinglari8877293-gataungap.crabdance.com/
0,0,0,0,0,1,0,1,1,1,1,0,bad,https://uppholdx-loginx.godaddysites.com/
0,1,0,0,0,0,0,1,1,1,1,0,bad,https://trmouv.fr/js/a/porcel.php/porce_files/porce_files/porce_files/porce_files/porce_files/porce_files/porce_files/sessionserver212.htm
0,1,0,0,0,0,0,1,1,1,1,0,bad,https://trmouv.fr/js/a/porcel.php/porce_files/porce_files/porce_files/porce_files/porce_files/porce_files/porce_files/porce_files/sessionserver212.htm
0,1,0,0,0,0,0,1,1,1,1,0,bad,https://trmouv.fr/js/a/porcel.php/porce_files/porce_files/porce_files/porce_files/porce_files/porce_files/porce_files/porce_files/porce_files/sessionserver212.htm
0,1,0,0,0,0,0,1,1,1,1,0,bad,https://trmouv.fr/js/a/porcel.php/porce_files/porce_files/porce_files/porce_files/porce_files/porce_files/porce_files/porce_files/porce_files/porce_files/sessionserver212.htm
0,0,0,0,0,0,0,1,1,0,1,0,bad,https://tpo0000000.rxstp0.biz.id/
0,1,0,0,0,0,0,1,1,1,1,0,bad,https://thedumbrepublican.sa.com/east.thedumbrepublican.sa.com/attach.html
0,0,0,0,0,0,0,1,1,1,1,0,bad,https://tes.3rp5l.xyz/
0,0,0,0,0,0,0,1,1,1,1,0,bad,https://tchostel.org/wp-admin/WSECU/personal.html
0,0,0,0,0,0,0,1,1,1,1,0,bad,https://tchostel.org/wp-admin/WSECU/otp.html
0,0,0,0,1,0,0,1,1,1,1,0,bad,https://tchostel.org/wp-admin/WSECU
0,1,0,0,0,1,2,1,1,1,1,0,bad,https://strangenerd-1317634057.cos.ap-jakarta.myqcloud.com/strangenerd.html
0,1,0,0,0,1,1,1,1,1,1,0,bad,https://still-mouse-6fe9.supercoopper445679.workers.dev/
0,1,0,0,0,0,0,0,0,1,1,0,bad,http://ssomacesac.com/.wwww/bjfkfskl/ZmluYW5jZUBuYXRpb25hbGNpdHljYS5nb3Y=
0,1,0,0,0,0,0,0,0,1,1,0,bad,http://ssomacesac.com/.wwww/bjfkfskl/ZGlhbnNvbkBjdm12Y2Qub3Jn
0,1,0,0,0,0,0,0,0,1,1,0,bad,http://ssomacesac.com/.wwww/bjfkfskl/ZGdfbG9jY3JkY2xlcmtzZXhlY3V0aXZlc3RhZmZAY2l0eW9mbWVuaWZlZS51cw==
0,1,0,0,0,0,0,0,0,1,1,0,bad,http://ssomacesac.com/.wwww/bjfkfskl/Z21vcmFsZXNAY3ZtdmNkLm9yZw==
0,1,0,0,0,0,0,0,0,1,1,0,bad,http://ssomacesac.com/.wwww/bjfkfskl/Ymhvd2VsbEBjaXR5b2ZtZW5pZmVlLnVz
0,1,0,0,0,0,0,0,0,1,1,0,bad,http://ssomacesac.com/.wwww/bjfkfskl/Y3NpbW1vbnNAY2l0eW9mbG9zYWxhbWl0b3Mub3Jn
0,1,0,0,0,0,0,0,0,1,1,0,bad,http://ssomacesac.com/.wwww/bjfkfskl/Y2tpdHplcm93QGNpdHlvZm1lbmlmZWUudXM=
0,1,0,0,0,0,0,0,0,1,1,0,bad,http://ssomacesac.com/.wwww/bjfkfskl/Y21vQG5hdGlvbmFsY2l0eWNhLmdvdg==
0,1,0,0,0,0,0,0,0,1,1,0,bad,http://ssomacesac.com/.wwww/bjfkfskl/dmJhcnJlcmFAY2l0eW9mbWVuaWZlZS51cw==
0,1,0,0,0,0,0,0,0,1,1,0,bad,http://ssomacesac.com/.wwww/bjfkfskl/dGVhbUBoaWdocm9hZGNnLmNvbQ==
0,1,0,0,0,0,0,0,0,1,1,0,bad,http://ssomacesac.com/.wwww/bjfkfskl/d3NpbHZhQG1hZGVyYS5nb3Y=
0,1,0,0,0,0,0,0,0,1,1,0,bad,http://ssomacesac.com/.wwww/bjfkfskl/d2VzbGV5LmpvbmVzQGNyb3duY2FzdGxlLmNvbQ==
0,1,0,0,0,0,0,0,0,1,1,0,bad,http://ssomacesac.com/.wwww/bjfkfskl/d2FkZUBzYmVtcC5jb20=
0,1,0,0,0,0,0,0,0,1,1,0,bad,http://ssomacesac.com/.wwww/bjfkfskl/cnlhbi5icm93bkBpbm5vdnl6ZS5jb20=
0,1,0,0,0,0,0,0,0,1,1,0,bad,http://ssomacesac.com/.wwww/bjfkfskl/cmRldHdpbGVyQGxobXdkLm9yZw==
0,1,0,0,0,0,0,0,0,1,1,0,bad,http://ssomacesac.com/.wwww/bjfkfskl/cmpAZGF1bWNvbW1lcmNpYWwuY29t
0,1,0,0,0,0,0,0,0,1,1,0,bad,http://ssomacesac.com/.wwww/bjfkfskl/cmh1YmVyQG1zd2Qub3Jn
0,1,0,0,0,0,0,0,0,1,1,0,bad,http://ssomacesac.com/.wwww/bjfkfskl/cm1hcnRpbkBtc3dkLm9yZw==
